cust_id	sales_total	num_of_orders	gender
103619	1750.32	10	M
103620	2275.96	12	M
103621	2265.60	13	M
103622	2133.27	12	M
103623	2561.09	14	F
103624	1956.41	11	M
103625	2253.26	12	M
103626	2786.37	15	M
103627	2097.11	11	F
103628	2553.16	14	F
103629	2395.04	13	F
103630	1986.95	11	M
103631	2087.83	12	M
103632	2230.89	12	F
103633	2090.36	11	M
103634	2417.77	13	F
103635	2117.15	12	M
103636	2373.59	13	M
103637	2234.94	12	M
103638	2220.14	12	M
103639	2114.55	11	M
103640	1978.79	11	F
103641	2430.99	13	M
103642	2225.87	12	F
103643	2224.80	12	F
103644	2110.23	12	M
103645	1920.60	11	F
103646	2157.16	12	F
103647	2269.05	12	M
103648	2162.15	12	M
103649	2111.39	11	F
103650	2082.28	11	M
103651	2266.50	12	M
103652	2086.17	12	M
103653	2023.82	11	M
103654	2049.50	11	M
103655	1813.38	10	F
103656	2452.01	13	M
103657	2316.84	13	M
103658	2489.66	14	M
103659	2308.51	13	F
103660	2538.62	14	F
103661	1844.70	10	M
103662	2353.77	13	M
103663	2101.53	12	M
103664	2455.61	14	M
103665	2537.90	14	F
103666	1984.76	11	F
103667	2052.27	11	F
103668	2442.45	14	M
103669	2292.52	13	M
103670	2345.69	13	M
103671	1999.68	11	F
103672	2091.61	12	F
103673	2390.90	13	F
103674	2454.01	13	M
103675	2105.56	11	M
103676	1956.79	10	M
103677	2125.36	12	F
103678	1922.47	11	M
103679	2204.96	12	M
103680	2372.38	13	F
103681	1930.76	11	F
103682	2076.57	12	M
103683	2151.73	12	F
103684	1950.63	11	F
103685	2108.77	12	F
103686	2058.15	11	F
103687	2232.80	12	F
103688	2156.74	12	F
103689	2192.65	12	M
103690	2000.49	11	M
103691	2070.46	11	M
103692	2136.83	12	M
103693	2096.62	12	M
103694	1953.77	11	F
103695	2141.32	12	M
103696	2136.13	12	M
103697	2130.39	12	M
103698	1990.01	11	M
103699	2231.02	12	M
103700	2437.74	13	M
103701	2058.68	11	M
103702	2271.33	13	F
103703	1887.01	10	F
103704	2069.20	11	F
103705	2166.43	12	F
103706	2246.92	12	M
103707	2401.20	13	M
103708	2111.61	12	F
103709	2427.74	14	F
103710	2245.89	12	F
103711	1934.50	11	M
103712	2331.76	13	F
103713	2625.51	14	M
103714	2329.78	13	F
103715	1875.32	10	F
103716	1950.39	11	M
103717	2472.86	14	F
103718	2192.15	12	F
103719	2446.77	13	F
103720	2542.73	14	M
103721	1849.34	10	F
103722	2145.20	12	M
103723	2138.65	12	M
103724	1984.22	11	M
103725	2074.43	11	M
103726	2255.49	12	M
103727	2083.48	11	F
103728	2133.40	12	F
103729	2100.58	11	M
103730	1866.14	10	M
103731	2268.91	12	M
103732	2021.05	11	M
103733	2391.82	13	F
103734	2564.78	14	M
103735	2279.30	13	M
103736	2004.56	11	M
103737	2211.30	12	F
103738	2212.09	12	F
103739	2135.98	12	F
103740	1985.08	11	F
103741	2138.51	12	F
103742	2416.08	14	M
103743	2091.95	12	M
103744	2297.52	13	M
103745	2213.63	12	M
103746	2183.65	12	M
103747	2226.98	12	M
103748	2586.56	14	M
103749	2398.27	13	F
103750	2133.79	11	M
103751	2178.47	12	M
103752	2192.74	12	M
103753	2122.39	12	M
103754	2207.77	12	M
103755	2443.78	13	M
103756	2307.39	13	F
103757	2257.45	12	F
103758	2279.22	13	F
103759	2353.86	13	M
103760	2398.11	13	M
103761	2143.83	12	M
103762	2268.54	12	M
103763	2249.58	13	F
103764	2164.74	12	F
103765	2021.00	11	M
103766	2439.43	13	F
103767	2109.18	12	F
103768	2076.47	12	M
103769	2443.45	14	F
103770	2175.53	12	F
103771	2131.09	12	F
103772	2277.43	12	M
103773	2230.60	12	F
103774	2322.77	13	F
103775	2222.59	12	F
103776	1967.66	11	M
103777	2382.33	13	M
103778	2110.66	12	M
103779	2085.03	12	F
103780	2302.32	13	F
103781	2272.54	13	F
103782	1955.96	11	F
103783	2115.15	11	F
103784	2211.43	12	F
103785	2362.79	13	F
103786	1985.63	11	F
103787	2250.72	12	F
103788	2459.25	14	F
103789	1953.33	11	M
103790	2437.11	13	M
103791	2227.64	12	F
103792	2389.85	13	M
103793	1782.39	10	M
103794	2267.83	12	F
103795	2261.92	13	M
103796	1968.98	11	M
103797	2286.42	12	M
103798	1989.83	11	M
103799	2283.12	13	M
103800	2164.69	12	F
103801	2580.10	14	M
103802	2418.93	13	M
103803	2152.22	12	F
103804	1924.64	11	M
103805	2098.03	12	F
103806	1787.27	10	F
103807	2260.67	12	F
103808	2256.35	12	M
103809	2284.62	13	M
103810	2247.72	13	M
103811	2261.71	13	M
103812	2353.27	13	F
103813	2094.27	11	M
103814	1827.67	10	M
103815	2197.31	12	F
103816	2435.67	13	M
103817	2012.40	11	M
103818	2100.95	12	M
103819	2323.74	13	M
103820	1911.41	11	M
103821	1978.97	11	M
103822	2258.33	13	F
103823	1967.49	11	F
103824	2438.20	13	M
103825	1925.09	11	F
103826	2080.96	12	M
103827	2571.08	14	F
103828	1917.31	11	F
103829	2126.77	12	F
103830	2357.74	13	M
103831	2364.78	13	F
103832	2491.32	14	F
103833	1951.64	10	M
103834	2278.05	12	M
103835	2160.82	12	M
103836	2105.49	12	M
103837	2114.15	12	F
103838	2082.81	11	F
103839	2083.59	12	F
103840	1879.82	10	F
103841	2235.42	12	M
103842	2268.27	12	M
103843	2326.64	13	F
103844	2003.22	11	M
103845	2281.04	12	F
103846	2084.36	11	F
103847	2155.92	12	M
103848	1947.60	11	M
103849	2355.61	13	M
103850	2205.78	12	F
103851	1969.89	11	M
103852	2114.36	11	M
103853	1863.90	10	M
103854	2155.24	12	M
103855	1991.08	11	F
103856	2364.44	13	M
103857	2296.59	13	F
103858	2624.25	14	M
103859	2385.09	13	M
103860	2344.27	13	M
103861	2366.58	13	M
103862	2189.90	12	F
103863	2111.28	12	M
103864	2431.81	13	F
103865	2123.86	12	M
103866	1880.76	10	M
103867	2121.11	11	F
103868	2043.46	11	M
103869	2761.75	15	F
103870	2377.92	13	F
103871	1878.06	10	F
103872	2261.78	12	F
103873	2130.57	12	F
103874	2202.52	12	F
103875	2134.99	11	M
103876	2468.24	13	M
103877	1944.28	11	F
103878	2076.09	11	M
103879	2050.60	11	F
103880	2178.44	12	M
103881	2085.33	11	M
103882	2398.01	13	M
103883	2115.70	12	M
103884	2128.25	12	F
103885	1874.41	10	F
103886	2128.97	11	M
103887	2446.26	13	F
103888	2277.72	12	F
103889	2812.61	15	F
103890	2067.26	11	F
103891	2427.37	13	M
103892	2303.91	13	M
103893	1962.77	11	M
103894	2139.32	12	M
103895	1937.04	11	M
103896	2393.71	13	F
103897	2374.58	13	F
103898	1936.67	11	M
103899	2109.31	12	F
103900	2081.13	11	F
103901	2303.74	13	F
103902	2127.88	11	F
103903	2346.55	13	F
103904	2240.86	12	M
103905	2101.63	11	F
103906	2257.89	13	M
103907	1853.01	10	M
103908	1931.75	11	M
103909	2206.59	12	M
103910	1866.09	10	F
103911	2447.82	14	F
103912	2181.24	12	M
103913	2136.76	12	F
103914	1772.65	10	M
103915	2126.44	11	F
103916	2427.08	13	F
103917	2108.24	11	M
103918	2304.30	13	F
103919	1854.26	10	F
103920	1983.82	11	F
103921	1850.09	10	F
103922	2378.67	13	F
103923	1973.87	11	M
103924	2083.52	12	M
103925	1927.51	11	F
103926	1803.73	10	M
103927	2031.20	11	F
103928	2103.21	12	M
103929	2230.60	12	M
103930	2237.50	12	M
103931	2434.36	13	M
103932	1914.59	11	M
103933	2624.69	14	M
103934	2279.31	13	M
103935	2280.21	13	F
103936	2037.09	11	F
103937	2450.19	14	F
103938	2309.43	13	F
103939	2104.88	12	M
103940	2244.14	12	M
103941	2296.99	12	F
103942	1910.87	11	F
103943	2348.25	13	F
103944	1919.96	11	F
103945	2334.15	13	F
103946	2058.57	11	F
103947	2069.57	11	F
103948	2363.63	13	F
103949	2348.26	13	F
103950	2240.51	12	F
103951	2280.90	13	M
103952	2086.76	12	M
103953	1916.99	10	F
103954	2586.75	14	F
103955	1937.28	11	F
103956	2343.53	13	M
103957	2292.90	12	M
103958	2375.71	13	F
103959	1773.49	10	F
103960	2008.47	11	F
103961	2263.15	12	M
103962	2100.41	12	F
103963	1961.85	11	F
103964	2269.94	13	M
103965	2008.23	11	F
103966	1964.18	11	M
103967	2152.24	12	M
103968	1950.64	11	M
103969	2053.09	11	F
103970	1910.83	11	F
103971	2153.67	12	F
103972	2037.97	11	F
103973	2566.30	14	M
103974	2123.75	11	F
103975	2203.08	12	M
103976	2107.27	12	F
103977	2295.61	12	F
103978	2105.59	12	M
103979	1882.01	10	M
103980	2124.08	12	M
103981	2114.30	11	F
103982	2083.85	12	F
103983	1826.60	10	M
103984	2102.61	12	M
103985	1966.15	11	F
103986	2438.19	13	M
103987	2446.67	13	F
103988	2065.89	11	F
103989	2055.41	11	F
103990	2291.20	12	M
103991	2083.63	12	F
103992	2413.78	13	M
103993	2139.22	12	M
103994	1942.77	10	F
103995	2112.02	12	F
103996	1736.47	10	M
103997	2392.53	13	F
103998	2145.60	12	M
103999	2287.93	12	F
104000	2266.40	12	M
104001	1965.47	11	F
104002	2328.91	13	F
104003	2283.27	13	F
104004	2159.50	12	M
104005	2318.39	13	F
104006	2093.18	11	M
104007	2127.15	12	F
104008	2436.94	13	M
104009	2079.05	11	F
104010	2114.02	11	F
104011	1920.81	11	F
104012	2374.55	13	M
104013	2294.36	12	M
104014	2098.22	12	M
104015	2260.18	12	M
104016	2242.44	12	F
104017	2160.79	12	F
104018	2124.26	12	M
104019	2213.00	12	F
104020	2166.73	12	F
104021	2214.83	12	M
104022	1755.73	10	F
104023	2282.65	13	M
104024	1993.39	11	M
104025	1850.07	10	M
104026	2429.71	13	M
104027	1964.10	11	M
104028	2788.14	15	F
104029	1958.07	10	M
104030	1930.17	11	F
104031	2254.62	12	M
104032	2245.90	12	F
104033	2009.05	11	M
104034	1954.22	11	F
104035	2329.67	13	F
104036	2357.05	13	M
104037	2345.34	13	M
104038	2180.21	12	F
104039	2089.94	12	M
104040	2448.67	13	M
104041	2450.16	13	F
104042	2172.57	12	M
104043	1912.28	10	F
104044	2102.38	11	F
104045	2397.84	13	F
104046	1919.64	10	M
104047	1922.11	11	M
104048	2460.07	13	F
104049	2501.04	14	F
104050	2276.32	12	M
104051	1993.79	11	M
104052	2241.27	12	F
104053	2245.17	12	M
104054	2173.86	12	M
104055	2422.77	13	M
104056	2132.60	12	F
104057	2068.71	11	M
104058	2327.16	13	M
104059	2484.46	14	M
104060	2193.32	12	M
104061	2083.05	11	F
104062	2087.64	12	F
104063	2211.71	12	F
104064	2039.35	11	M
104065	1937.60	11	M
104066	2139.25	12	F
104067	2162.25	12	M
104068	2388.48	13	F
104069	2210.91	12	M
104070	2213.69	12	F
104071	2316.41	13	F
104072	2268.71	12	M
104073	2438.55	14	M
104074	2470.70	13	M
104075	2351.19	13	F
104076	1877.76	10	M
104077	1961.61	10	M
104078	2252.05	13	F
104079	2077.05	12	M
104080	1968.87	11	M
104081	1945.92	11	F
104082	2195.00	12	F
104083	2142.67	12	M
104084	2519.70	14	M
104085	2310.51	13	M
104086	1905.01	11	M
104087	2214.21	12	M
104088	2121.65	12	M
104089	2304.69	12	M
104090	2213.65	12	F
104091	2238.35	12	M
104092	2147.01	12	F
104093	1916.28	11	M
104094	2184.66	12	F
104095	2544.60	14	M
104096	1767.27	10	F
104097	2143.72	12	M
104098	1943.59	11	M
104099	2123.01	11	F
104100	1835.27	10	M
104101	2690.35	15	F
104102	2423.87	13	M
104103	2639.39	14	M
104104	2126.90	12	F
104105	1985.48	11	F
104106	2452.31	13	F
104107	2250.47	12	M
104108	2221.64	12	M
104109	1971.73	11	M
104110	2156.41	12	F
104111	2259.74	12	F
104112	1731.79	9	F
104113	2231.94	12	M
104114	1990.90	11	M
104115	1803.44	10	M
104116	1949.51	11	M
104117	2084.31	11	F
104118	2180.05	12	M
104119	2002.53	11	M
104120	2509.88	14	M
104121	2290.95	12	F
104122	2134.62	11	F
104123	1997.44	11	F
104124	2258.16	13	M
104125	2149.31	12	F
104126	2575.07	14	F
104127	2416.21	13	F
104128	2304.26	12	F
104129	2432.30	13	M
104130	2254.12	13	M
104131	1889.36	10	F
104132	1905.00	10	M
104133	2404.50	13	F
104134	2285.43	13	M
104135	2146.17	12	F
104136	2086.21	11	F
104137	1749.59	10	F
104138	2262.25	13	F
104139	2303.17	13	M
104140	2095.71	12	F
104141	2127.71	12	F
104142	2324.50	13	F
104143	2081.52	12	F
104144	2385.96	13	F
104145	2013.88	11	F
104146	2264.40	13	F
104147	2086.78	12	M
104148	2361.49	13	F
104149	2085.65	11	F
104150	2211.91	12	M
104151	1929.31	11	M
104152	2142.46	12	M
104153	2065.42	11	F
104154	2099.10	11	F
104155	2043.39	11	F
104156	2391.90	13	M
104157	1749.24	10	M
104158	2040.77	11	F
104159	2241.35	12	M
104160	2076.29	11	F
104161	2266.96	12	M
104162	2455.24	14	M
104163	2529.48	14	M
104164	2277.41	13	M
104165	2256.20	13	F
104166	2261.15	12	F
104167	2334.19	13	M
104168	2255.89	12	F
104169	2304.08	13	M
104170	2038.68	11	F
104171	2388.55	13	F
104172	2387.71	13	M
104173	2099.75	12	F
104174	2411.59	13	M
104175	2095.09	12	F
104176	2156.06	12	F
104177	2122.46	12	M
104178	1881.45	10	M
104179	1968.61	11	F
104180	2399.07	13	F
104181	2091.00	11	M
104182	2196.76	12	F
104183	2253.18	13	M
104184	1915.79	11	M
104185	2101.67	11	M
104186	2146.43	12	F
104187	2583.91	14	F
104188	2091.70	12	F
104189	2218.76	12	M
104190	1793.83	10	F
104191	2368.39	13	F
104192	2277.41	13	F
104193	2086.82	12	M
104194	1944.74	11	M
104195	2116.73	12	M
104196	2414.77	13	F
104197	2448.30	13	F
104198	2212.38	12	F
104199	2332.83	13	F
104200	2262.79	13	M
104201	2143.64	12	F
104202	2057.33	11	F
104203	2146.66	12	F
104204	2132.26	12	F
104205	2116.56	12	M
104206	2029.03	11	F
104207	2115.29	11	F
104208	2228.15	12	M
104209	1741.09	10	M
104210	1953.61	11	M
104211	2264.59	12	M
104212	1957.55	10	M
104213	2084.84	12	M
104214	2391.86	13	M
104215	2099.98	11	M
104216	2392.46	13	M
104217	2185.08	12	M
104218	2333.65	13	F
104219	2263.44	12	M
104220	2236.40	12	F
104221	2494.27	14	F
104222	2086.06	11	M
104223	2268.02	12	M
104224	2159.58	12	M
104225	2345.11	13	M
104226	2600.00	14	F
104227	2492.47	14	F
104228	2003.82	11	F
104229	2272.64	12	M
104230	2349.84	13	M
104231	2385.37	13	F
104232	2280.62	12	F
104233	2184.40	12	M
104234	2316.35	13	M
104235	2125.54	12	M
104236	1887.35	10	M
104237	2142.95	12	M
104238	2174.55	12	F
104239	2225.39	12	F
104240	1872.35	10	F
104241	2254.49	13	M
104242	2361.43	13	F
104243	2363.64	13	F
104244	2428.54	13	M
104245	2015.94	11	F
104246	2013.42	11	M
104247	1970.09	11	M
104248	2313.48	13	F
104249	1849.87	10	M
104250	2118.91	11	M
104251	2445.82	13	M
104252	2099.34	12	F
104253	2094.02	11	F
104254	2122.06	12	F
104255	2381.01	13	M
104256	2483.28	14	M
104257	2128.19	12	F
104258	2079.21	12	F
104259	2278.81	12	F
104260	2235.31	12	M
104261	2293.90	12	M
104262	2406.86	13	F
104263	2008.29	11	M
104264	2334.56	13	F
104265	2320.88	13	M
104266	2286.32	13	M
104267	2121.08	12	M
104268	2270.88	12	F
104269	2430.35	13	F
104270	2264.65	12	M
104271	2080.15	11	M
104272	2258.16	12	F
104273	2597.87	14	M
104274	2578.23	14	M
104275	2238.98	12	F
104276	1924.66	11	M
104277	2310.35	13	M
104278	2022.34	11	M
104279	2246.57	12	M
104280	2028.34	11	F
104281	2115.05	12	M
104282	1997.56	11	M
104283	2056.69	11	F
104284	2291.17	12	F
104285	2171.55	12	F
104286	2038.84	11	M
104287	2140.61	12	M
104288	2583.47	14	F
104289	2292.86	12	F
104290	2143.00	12	M
104291	1842.87	10	F
104292	2147.39	12	M
104293	2060.33	11	M
104294	2283.68	12	F
104295	2233.26	12	F
104296	2566.05	14	F
104297	2278.94	12	M
104298	2448.93	14	M
104299	2349.51	13	F
104300	2108.34	12	F
104301	2270.75	12	F
104302	2433.40	13	M
104303	1935.12	10	F
104304	2255.50	13	M
104305	2153.15	12	M
104306	2051.72	11	M
104307	2119.92	12	F
104308	2356.03	13	F
104309	2213.48	12	F
104310	2168.62	12	F
104311	2269.58	13	M
104312	1937.92	11	F
104313	2218.15	12	F
104314	2243.28	12	F
104315	2585.37	14	M
104316	2379.52	13	M
104317	2150.55	12	F
104318	2294.65	13	F
104319	1867.89	10	M
104320	2075.27	12	F
104321	2017.60	11	M
104322	2220.10	12	M
104323	1813.30	10	M
104324	2178.43	12	F
104325	2087.06	12	M
104326	2322.61	13	F
104327	2165.89	12	F
104328	2134.85	12	F
104329	2010.59	11	M
104330	2442.52	13	F
104331	1960.98	11	F
104332	2071.37	11	M
104333	1920.20	11	F
104334	2181.01	12	M
104335	1969.11	11	M
104336	2603.59	14	F
104337	2102.76	11	M
104338	1926.55	11	F
104339	2219.42	12	F
104340	2350.91	13	F
104341	2153.81	12	M
104342	2199.04	12	M
104343	2371.13	13	M
104344	2169.58	12	F
104345	2208.71	12	F
104346	2105.52	12	F
104347	2192.54	12	M
104348	2266.10	12	M
104349	2260.05	13	F
104350	2225.49	12	F
104351	1977.56	11	F
104352	2286.19	12	F
104353	2267.13	12	F
104354	2223.80	12	F
104355	2578.26	14	M
104356	1909.35	10	F
104357	2551.68	14	F
104358	1929.95	11	M
104359	1978.16	11	M
104360	2390.51	13	M
104361	2291.13	13	F
104362	2025.29	11	F
104363	2081.82	11	F
104364	2450.38	13	F
104365	2446.64	13	F
104366	1957.10	11	F
104367	2166.72	12	F
104368	2116.23	12	F
104369	2094.46	11	M
104370	2133.97	11	M
104371	2443.15	13	F
104372	2205.83	12	M
104373	2470.64	14	M
104374	2373.77	13	F
104375	2628.84	14	F
104376	2084.09	11	F
104377	2270.56	12	F
104378	2351.93	13	M
104379	2086.90	11	M
104380	2154.45	12	F
104381	2153.33	12	F
104382	1970.84	11	F
104383	2091.88	11	F
104384	2252.01	13	M
104385	1960.06	11	M
104386	2387.38	13	M
104387	2095.39	11	F
104388	2185.83	12	M
104389	2453.23	13	F
104390	1980.11	11	F
104391	2211.13	12	M
104392	1933.30	11	F
104393	2076.83	12	F
104394	2366.19	13	M
104395	2003.75	11	M
104396	2591.93	14	F
104397	2129.20	12	M
104398	2398.36	13	M
104399	2272.75	12	M
104400	2152.64	12	M
104401	2142.49	12	M
104402	2226.26	12	M
104403	2367.97	13	F
104404	2398.78	13	F
104405	2412.43	13	M
104406	2169.61	12	F
104407	2449.54	14	M
104408	2256.62	12	F
104409	2106.92	11	F
104410	2295.40	12	F
104411	2080.02	12	F
104412	1989.92	11	F
104413	2184.59	12	M
104414	2279.39	13	M
104415	2378.68	13	M
104416	1922.40	11	M
104417	1982.03	11	M
104418	2219.27	12	M
104419	2283.60	13	M
104420	2447.20	13	M
104421	2455.37	13	F
104422	2473.30	13	M
104423	1816.61	10	F
104424	2236.32	12	M
104425	2133.46	11	F
104426	2430.12	13	F
104427	1954.33	11	F
104428	2091.40	12	M
104429	2295.34	13	F
104430	2295.83	13	F
104431	2271.24	12	M
104432	2203.31	12	F
104433	2121.73	11	F
104434	1805.42	10	M
104435	2346.09	13	F
104436	2446.25	13	F
104437	2092.21	11	M
104438	2213.52	12	M
104439	2163.17	12	M
104440	1945.89	11	M
104441	2303.21	13	F
104442	1911.58	11	M
104443	2217.58	12	M
104444	2041.17	11	M
104445	2260.32	13	F
104446	1887.49	10	M
104447	2036.24	11	M
104448	2472.99	13	M
104449	2495.84	14	M
104450	2270.74	12	F
104451	2198.59	12	F
104452	2346.98	13	F
104453	2203.04	12	F
104454	2441.66	13	M
104455	2230.99	12	M
104456	2627.56	14	M
104457	2135.37	12	F
104458	2126.57	12	F
104459	2184.89	12	F
104460	2305.92	13	F
104461	2181.23	12	M
104462	1950.19	11	F
104463	2338.47	13	M
104464	2426.40	13	F
104465	2187.99	12	M
104466	2301.47	12	M
104467	2565.25	14	M
104468	2330.57	13	F
104469	2172.14	12	F
104470	2336.69	13	F
104471	2124.99	11	F
104472	2315.60	13	F
104473	2319.09	13	F
104474	2412.47	13	M
104475	2107.62	12	F
104476	2153.45	12	F
104477	2195.22	12	M
104478	2279.22	13	F
104479	2300.01	13	F
104480	1740.55	10	F
104481	2224.42	12	F
104482	2284.56	12	F
104483	2285.12	12	F
104484	2023.49	11	F
104485	2426.49	14	M
104486	2303.89	12	F
104487	1785.13	10	M
104488	1990.63	11	M
104489	2449.72	13	F
104490	2235.13	12	M
104491	1983.42	11	M
104492	2002.76	11	M
104493	1870.01	10	M
104494	2199.97	12	F
104495	2296.09	13	M
104496	2327.42	13	F
104497	2096.99	11	M
104498	2274.14	13	M
104499	2260.93	13	M
104500	2394.32	13	F
104501	2083.44	12	M
104502	2224.09	12	M
104503	2096.40	11	F
104504	2611.82	14	M
104505	2121.75	12	M
104506	2102.40	12	F
104507	2599.44	14	F
104508	2204.04	12	F
104509	2201.12	12	F
104510	2339.76	13	M
104511	2249.91	12	M
104512	2543.44	14	M
104513	1900.77	10	M
104514	1793.93	10	M
104515	2262.38	12	F
104516	2375.61	13	F
104517	2497.26	14	M
104518	2403.44	13	F
104519	2128.51	11	M
104520	2285.92	12	F
104521	2035.09	11	F
104522	2576.12	14	F
104523	2076.26	11	M
104524	2136.96	12	M
104525	2087.37	12	F
104526	2292.82	12	F
104527	2400.35	13	M
104528	2265.42	12	M
104529	2258.86	12	M
104530	2275.44	12	F
104531	2470.29	13	M
104532	2205.71	12	F
104533	1932.25	10	M
104534	1962.29	11	F
104535	2256.22	13	F
104536	2079.83	11	M
104537	2165.27	12	F
104538	2084.35	12	F
104539	2259.20	12	F
104540	2458.09	14	M
104541	2290.91	12	F
104542	2080.61	12	M
104543	2296.12	12	M
104544	1915.69	11	M
104545	2255.53	13	M
104546	1891.07	10	M
104547	2154.03	12	F
104548	2126.01	11	M
104549	2173.83	12	F
104550	2564.58	14	M
104551	1883.91	10	M
104552	1967.81	11	F
104553	2054.04	11	F
104554	1775.92	9	F
104555	2463.94	14	M
104556	2113.52	12	M
104557	1942.87	10	F
104558	2123.88	12	F
104559	2233.10	12	M
104560	2230.94	12	F
104561	2106.68	12	F
104562	2046.26	11	M
104563	2125.54	11	F
104564	2438.03	13	M
104565	2430.10	13	M
104566	2121.63	11	M
104567	2256.92	12	M
104568	2278.98	12	M
104569	2311.13	13	F
104570	2365.88	13	F
104571	2467.02	13	F
104572	2086.56	11	F
104573	2219.44	12	F
104574	2491.70	14	M
104575	2169.72	12	M
104576	2090.37	11	F
104577	2263.84	12	M
104578	2084.70	12	F
104579	1950.25	11	F
104580	2386.21	13	F
104581	2125.85	12	M
104582	2255.40	12	M
104583	2304.12	12	F
104584	2025.67	11	M
104585	2170.11	12	M
104586	2252.55	12	M
104587	2514.31	14	M
104588	1769.06	10	F
104589	2468.17	14	M
104590	2288.20	12	F
104591	2124.21	11	F
104592	2296.23	12	M
104593	2102.47	12	F
104594	2066.71	11	F
104595	2227.71	12	F
104596	2506.78	14	F
104597	2145.05	12	F
104598	2026.97	11	M
104599	2185.43	12	M
104600	2556.21	14	F
104601	2348.93	13	M
104602	1883.57	10	M
104603	2294.49	12	M
104604	1899.94	10	M
104605	2140.86	12	F
104606	1909.44	11	F
104607	1998.24	11	F
104608	1907.94	11	M
104609	2252.99	12	M
104610	2079.24	12	F
104611	2237.34	12	F
104612	2302.22	12	M
104613	2213.91	12	M
104614	2447.50	14	M
104615	2208.22	12	F
104616	2522.90	14	M
104617	2225.87	12	F
104618	2449.29	13	F
104619	2302.27	12	M
104620	2276.61	13	F
104621	2090.43	12	M
104622	2389.86	13	F
104623	2078.42	12	M
104624	2279.34	13	M
104625	2121.47	12	F
104626	1911.84	11	M
104627	2270.81	12	F
104628	1933.86	10	F
104629	2023.77	11	F
104630	2065.00	11	F
104631	2472.39	13	M
104632	2295.11	13	F
104633	1852.41	10	F
104634	2455.46	14	M
104635	2093.37	12	F
104636	2048.19	11	F
104637	2299.63	13	M
104638	2256.98	13	M
104639	2419.73	13	F
104640	2273.48	12	M
104641	2107.73	12	F
104642	1772.05	10	F
104643	2087.65	11	F
104644	2363.37	13	M
104645	2077.38	12	F
104646	2075.36	11	F
104647	2098.40	12	M
104648	2118.05	12	F
104649	1929.93	11	M
104650	2322.21	13	F
104651	2014.67	11	F
104652	2226.91	12	M
104653	2125.23	12	M
104654	2094.70	11	F
104655	2386.22	13	F
104656	1986.59	11	F
104657	2420.42	13	F
104658	2431.54	14	M
104659	2415.11	13	M
104660	2262.93	12	F
104661	1888.99	10	F
104662	1995.31	11	F
104663	2246.03	13	F
104664	2198.34	12	F
104665	2401.86	13	M
104666	2153.04	12	M
104667	2278.15	12	F
104668	2324.70	13	M
104669	2080.11	11	F
104670	2255.20	12	F
104671	2445.54	13	M
104672	2164.97	12	F
104673	2459.70	13	M
104674	2099.67	11	M
104675	2248.64	13	F
104676	2259.23	13	F
104677	2151.59	12	F
104678	2238.78	12	F
104679	2109.40	12	M
104680	2255.50	12	M
104681	1735.73	10	F
104682	2162.59	12	M
104683	2192.74	12	F
104684	2262.09	13	M
104685	2136.83	12	F
104686	1975.40	11	F
104687	2126.95	12	M
104688	2326.03	13	F
104689	2470.07	13	F
104690	2124.15	12	M
104691	2411.64	13	F
104692	2180.10	12	M
104693	2226.96	12	M
104694	2433.34	14	F
104695	2110.02	11	F
104696	1920.43	11	F
104697	2258.06	12	F
104698	1984.48	11	F
104699	2360.98	13	F
104700	2615.87	14	M
104701	2122.75	11	F
104702	2094.38	12	F
104703	2303.21	13	F
104704	2431.97	13	F
104705	2411.45	13	M
104706	2112.08	11	M
104707	1744.77	10	F
104708	2044.91	11	M
104709	2208.11	12	F
104710	2638.03	14	F
104711	2294.50	13	F
104712	1997.37	11	M
104713	2295.72	12	M
104714	2382.10	13	M
104715	2305.36	13	F
104716	1922.30	11	F
104717	2191.29	12	F
104718	2130.45	12	F
104719	2213.02	12	F
104720	2201.70	12	M
104721	1908.45	11	M
104722	2244.58	12	F
104723	2362.38	13	M
104724	2092.08	11	M
104725	1956.87	10	M
104726	2400.50	13	M
104727	1959.26	11	M
104728	2086.09	12	M
104729	2126.45	11	M
104730	2278.52	13	M
104731	1948.26	10	F
104732	1958.44	10	M
104733	2317.58	13	F
104734	2115.10	12	F
104735	2668.21	15	F
104736	2441.62	13	M
104737	2006.14	11	M
104738	2223.89	12	M
104739	2093.87	12	F
104740	1924.07	11	M
104741	2473.20	13	M
104742	2215.18	12	M
104743	2328.59	13	M
104744	2289.05	12	M
104745	2220.15	12	M
104746	2467.18	13	M
104747	2216.83	12	F
104748	2026.17	11	F
104749	2115.37	11	F
104750	2223.53	12	F
104751	1836.15	10	F
104752	1908.58	10	M
104753	2423.31	13	M
104754	2348.27	13	F
104755	2601.15	14	F
104756	2462.14	14	F
104757	1964.87	11	F
104758	2301.40	13	F
104759	2566.51	14	F
104760	2254.30	13	M
104761	2301.74	12	M
104762	2292.73	13	M
104763	2648.99	15	M
104764	2301.18	13	F
104765	2179.04	12	M
104766	1872.03	10	M
104767	2136.23	12	F
104768	2600.69	15	F
104769	2108.97	11	M
104770	2028.14	11	M
104771	2345.13	13	M
104772	2246.07	13	M
104773	2343.88	13	F
104774	2257.58	12	M
104775	2088.08	11	F
104776	2326.82	13	F
104777	1799.85	10	M
104778	1938.53	11	M
104779	2155.14	12	M
104780	2254.71	12	M
104781	2339.18	13	F
104782	2117.10	11	F
104783	2311.43	13	M
